topic,class
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
BlackBerry,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
Android,positive
