WEO Subject Code,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
LUR,C?te d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Croatia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.159,15.253,14.775,14.48,14.5,9.952,9.906,11.637,13.561,16.077,15.841,14.831,14.282,13.769,12.708,11.124,9.412,8.273,9.052,12.213,13.681,15,15.2,14.744,13.859,12.473,10.977,9.769
LUR,Cyprus,n/a,n/a,2.8,3.3,3.3,3.3,3.7,3.4,2.8,2.3,1.8,3,1.825,2.7,2.7,2.6,3.1,3.4,3.4,3.6,4.825,4.008,3.633,4.225,4.767,5.508,4.667,4.025,3.775,5.558,6.425,7.933,12.125,n/a,n/a,n/a,n/a,n/a,n/a
LUR,Czech Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,3.9,4.8,6.479,8.756,8.824,8.166,7.313,7.812,8.321,7.927,7.148,5.32,4.392,6.662,7.279,6.7,7.027,8.097,8.412,8.175,5.5,5.5,6.5
LUR,Denmark,5.287,7.133,7.602,8.375,7.942,6.617,4.992,5,5.658,6.825,7.175,7.867,8.608,9.533,7.733,6.775,6.325,5.242,4.883,5.108,4.317,4.525,4.642,5.433,5.533,4.808,3.908,3.767,3.475,6.058,7.458,7.6,7.55,7.6,7.2,7,6.8,6.6,6.4
LUR,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Dominican Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.7,20.3,19.9,16,15.8,16.3,15.6,16,13.8,13.912,15.2,16.109,16.4,17,18.4,16.4,15.55,14.155,14.855,14,14.6,13,12.5,12,11.5,11,10,10
LUR,Ecuador,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,7.9,6.1,8.5,8.9,8.3,7.1,6.9,10.4,9.2,11.5,14.417,14.1,10.417,8.642,9.808,10.968,10.705,10.1,8.8,6.9,8.5,7.575,6,5.3,5.8,6,6.2,6.2,6.2,6.2
LUR,Egypt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.044,8.791,8.952,10.911,11.143,11.176,9.467,8.671,7.955,7.692,8.995,8.808,10.05,11.275,10.526,11.468,10.917,9.205,8.676,9.367,9.185,12.061,12.313,13.55,14.263,14.025,13.367,12.494,11.844
LUR,El Salvador,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.154,9.074,8.102,8.73,9.32,9.94,7.667,7.631,7.678,7.979,7.324,7,7,7,6.2,6.9,6.8,7.2,6.6,6.3,5.9,8.104,5.855,5.553,5.737,5.737,5.737,5.687,5.637,5.537,5.537
LUR,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Estonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.5,7.6,9.7,10,9.6,9.8,12.2,13.681,12.575,10.25,10.025,9.653,7.914,5.901,4.655,5.519,13.762,17.256,11.7,9.767,7.768,6.209,5.553,5.016,4.984,5
LUR,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Fiji,n/a,n/a,n/a,n/a,n/a,n/a,9.551,11.908,12.003,7.789,8.172,7.534,6.895,7.534,7.278,6.895,3.7,8.3,8.3,8.4,6.9,7.6,8.5,8.1,5.8,5.9,6.4,7.5,7.5,7,7,7,7,6.9,6.8,6.8,6.8,6.8,6.8
LUR,Finland,4.634,5.092,5.854,5.19,5.185,5.027,5.372,4.738,4.517,3.478,3.2,6.606,11.725,16.357,16.606,15.397,14.578,12.641,11.364,10.217,9.783,9.125,9.075,9.008,8.825,8.4,7.717,6.867,6.367,8.242,8.383,7.775,7.683,8.061,8.058,7.9,7.7,7.5,7.5
LUR,France,6.349,7.438,8.069,8.421,9.771,10.23,10.363,10.5,10.006,9.396,8.975,9.467,9.85,11.117,11.683,11.15,11.583,11.542,11.067,10.458,9.083,8.392,8.908,8.875,9.275,9.275,9.225,8.383,7.775,9.517,9.737,9.617,10.225,11.181,11.556,11.36,10.947,10.587,10.407
LUR,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,The Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Georgia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.715,7.551,12.381,12.628,10.346,11.148,12.594,11.501,12.624,13.8,13.578,13.279,16.469,16.85,16.291,15.062,14.581,14.019,13.345,n/a,n/a,n/a,n/a
LUR,Germany,3.359,4.831,6.734,8.099,8.058,8.124,7.834,7.843,7.735,6.79,6.155,5.47,6.575,7.833,8.433,8.275,8.95,9.692,9.433,8.625,8,7.883,8.7,9.783,10.517,11.208,10.192,8.783,7.6,7.742,7.058,5.95,5.458,5.652,5.588,5.581,5.581,5.581,5.581
LUR,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Greece,2.663,3.916,5.594,7.603,7.877,7.555,7.14,7.122,7.423,7.217,6.795,7.425,8.368,9.339,9.299,9.071,9.804,9.767,11.2,12.125,11.35,10.784,10.314,9.714,10.485,9.891,8.891,8.29,7.676,9.413,12.531,17.467,24.238,26.986,26.008,24.025,21.017,18.555,16.248
LUR,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Honduras,6.864,7.018,6.667,6.504,6.349,6.818,6.667,7.092,6.944,6.667,4.8,4.7,3.2,3,2.8,3.2,4.3,3.2,4,3.8,4,4.2,3.8,5.1,5.9,4,3.947,3.896,3.943,4.4,4.6,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
LUR,Hong Kong SAR,3.8,3.9,3.522,4.35,3.7,3.183,2.817,1.736,1.365,1.079,1.332,1.797,1.959,1.971,1.919,3.186,2.765,2.201,4.704,6.251,4.946,5.097,7.305,7.923,6.81,5.576,4.781,4.022,3.522,5.246,4.322,3.397,3.293,3.197,3.101,3.101,3.101,3.101,3.101
LUR,Hungary,0.607,0.232,0.154,0.173,0.117,0.041,0.212,0.315,0.463,0.531,2.082,8.415,9.303,11.29,10.118,10.17,9.886,8.731,7.1,6.5,6,5.6,5.9,5.5,6.3,7.3,7.5,7.7,8,10.5,10.9,10.999,10.995,10.469,10.941,10.763,10.585,10.317,10.048
LUR,Iceland,0.313,0.365,0.67,1.022,1.254,0.906,0.656,0.441,0.636,1.658,1.773,1.5,3.048,4.388,4.818,5.02,4.374,3.901,2.774,1.869,1.329,1.403,2.5,3.356,3.1,2.06,1.285,1.014,1.648,8.015,8.132,7.427,5.771,5.038,4.583,4.467,4.301,4.121,3.99
LUR,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Indonesia,n/a,n/a,n/a,n/a,1.52,2.14,2.64,2.55,2.8,2.8,2.4,2.6,2.8,2.76,4.36,7.24,4.89,4.68,5.46,6.36,6.08,8.1,9.06,9.5,9.86,11.24,10.28,9.11,8.39,7.87,7.14,6.56,6.2,6.1,6,5.5,5.15,5,5
LUR,Islamic Republic of Iran,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.2,10,10,10,10,10,9.1,12.8,13.569,15.777,16.046,16.626,12.2,11.3,10.3,12.1,12.091,10.548,10.449,11.912,13.479,12.341,12.47,13.374,14.732,15.456,16.153,16.812,17.986
LUR,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Ireland,7.327,9.877,11.376,14.021,15.602,17.7,18.1,18.8,18.4,17.9,17.2,19,16.3,16.7,15.1,14.1,11.8,10.1,7.383,5.556,4.252,3.93,4.448,4.58,4.489,4.389,4.499,4.674,6.4,12.009,13.853,14.625,14.672,14.239,13.718,12.869,11.945,11.06,10.376
LUR,Israel,4.78,5.115,5.048,4.562,5.893,6.693,7.078,6.057,6.428,8.881,9.567,10.585,11.155,10.015,7.828,6.863,8.325,9.525,10.675,11.075,10.9,11.625,12.875,13.4,12.9,11.2,10.45,9.15,7.65,9.425,8.25,7.05,6.85,7,6.5,6.5,6.5,6.5,6.5
LUR,Italy,7.37,7.649,8.288,7.375,7.842,8.167,8.867,9.625,9.683,9.667,8.875,8.533,8.808,9.833,10.633,11.15,11.15,11.242,11.333,10.942,10.1,9.1,8.608,8.45,7.983,7.7,6.792,6.1,6.783,7.808,8.433,8.417,10.633,12.042,12.367,11.967,11.167,10.367,9.767
LUR,Jamaica,27.262,25.941,27.577,26.378,25.512,25.01,23.654,20.968,19.089,15.2,15.7,15.4,15.7,16.3,15.4,16.2,16,16.5,15.5,15.7,15.5,15,14.2,11.8,12.2,11.225,10.325,9.85,10.575,11.4,12.375,12.8,13,13,13,13,13,13,13
LUR,Japan,2.022,2.2,2.35,2.65,2.717,2.608,2.758,2.85,2.508,2.25,2.1,2.092,2.15,2.508,2.892,3.142,3.358,3.383,4.108,4.667,4.733,5.042,5.358,5.242,4.717,4.425,4.117,3.833,3.983,5.05,5.05,4.575,4.35,4.068,4.097,4.061,4.064,3.971,3.994
LUR,Jordan,n/a,n/a,n/a,n/a,5.361,5.976,8.037,8.391,8.805,10.282,16.8,18.8,17.6,19.6,15.8,15.4,13.1,14.4,13.5,14.38,13.706,14.691,15.325,14.439,14.7,14.844,14.058,13.1,12.65,12.938,12.5,12.9,12.2,12.2,12.2,12.2,12.2,12.2,12.2
LUR,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.1,10.983,12.959,13.008,13.116,13.465,12.753,10.433,9.334,8.777,8.402,8.1,7.8,7.258,6.625,6.575,5.783,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3
LUR,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Korea,5.2,4.5,4.133,4.117,3.85,4.025,3.842,3.108,2.525,2.583,2.458,2.45,2.525,2.9,2.475,2.067,2.058,2.617,6.95,6.583,4.425,4.017,3.283,3.567,3.683,3.733,3.467,3.25,3.175,3.65,3.725,3.408,3.3,3.3,3.3,3.3,3.3,3.3,3.3
LUR,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Kuwait,n/a,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.842,7.183,1.5,1.8,0.699,0.711,0.791,0.777,1.097,1.305,1.221,1.42,1.349,1.37,1.701,1.671,1.639,2.072,2.072,2.072,2.072,2.072,2.072,2.072,2.072,2.072
LUR,Kyrgyz Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.7,5.7,7.8,5.7,5.9,7.2,7.5,7.8,12.5,9.9,8.5,8.1,8.3,8.2,8.2,8.4,8.6,7.921,7.738,7.647,7.555,7.464,7.372,7.281,7.189
LUR,Lao P.D.R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Latvia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.178,6.951,6.951,6.951,20.711,15.167,14.183,14.328,14.426,13.09,11.972,10.586,10.437,9.017,6.844,6.053,7.534,16.902,18.678,16.203,14.936,13.319,11.97,10.908,9.878,9.289,8.969
LUR,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.6,16.375,17.362,13.764,12.419,11.372,8.271,5.622,4.298,5.842,13.712,17.806,15.245,13.246,12,11,10,10,10,10
LUR,Luxembourg,0.723,1.015,1.33,1.615,1.748,1.667,1.458,1.669,1.536,1.402,1.256,1.38,1.634,2.105,2.732,2.961,3.241,3.302,3.057,2.89,2.4,2.2,2.5,3.3,3.7,4.1,4.2,4.2,4.2,5.4,5.8,5.7,5.96,6.296,6.394,6.288,6.176,6.013,5.868
LUR,FYR Macedonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.992,36.104,34.481,32.411,31.727,30.515,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31.3,30.018,28.96,28.048,27.344,26.645,25.952
LUR,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Malaysia,n/a,n/a,n/a,n/a,n/a,6.893,8.261,8.207,8.079,6.715,5.055,4.345,3.718,3.026,2.947,3.143,2.516,2.445,3.225,3.425,3.1,3.675,3.475,3.6,3.55,3.55,3.325,3.225,3.325,3.675,3.3,3.05,3,3,3,3,3,3,4
LUR,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Malta,n/a,n/a,n/a,12.5,12.5,12.2,11,8.2,6.2,4.636,4.8,4.4,4.9,5.4,5.4,4.9,5.2,6.2,6.6,7.1,6.758,7.617,7.433,7.717,7.208,7.325,6.875,6.475,6.05,6.942,6.925,6.483,6.3,6.4,6.3,6.2,6.1,6.1,6
LUR,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Mauritius,n/a,n/a,n/a,19.429,17.12,14.213,9.592,4.918,2.975,3.233,2.818,2.719,3.341,3.939,4.492,5.116,5.785,6.561,6.888,7.698,6.501,6.8,7.2,7.698,8.395,9.567,9.081,8.522,7.222,7.328,7.8,7.9,8,7.977,7.748,7.234,7.106,7.131,7.131
LUR,Mexico,1.2,0.9,4.2,6.1,5.6,4.4,4.3,3.883,3.542,2.925,2.742,2.692,2.83,3.43,3.7,6.23,5.45,3.73,3.16,2.5,2.2,2.768,2.979,3.401,3.918,3.593,3.593,3.716,3.972,5.455,5.374,5.223,4.8,4.8,4.5,4.5,4.5,4.5,5.5
LUR,Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Moldova,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.899,13.9,14.4,13,12,9.232,11.118,8.5,7.3,7.3,7.9,8.1,7.3,7.4,5.1,4,6.4,7.4,6.7,5.5,6.2,5.7,5.3,5,5,5
LUR,Mongolia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.3,9.2,11.6,9.9,7.7,6.8,6.1,5.4,4.6,4.3,4.1,3
LUR,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Morocco,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,15.5,15.4,15.2,13.942,13.395,12.256,11.334,11.432,10.796,11.058,9.672,9.795,9.568,9.095,9.063,8.912,8.812,8.712,8.612,8.512,8.412,8.312,8.212
LUR,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Myanmar,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.07,4.05,4.03,4.01,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
LUR,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Netherlands,3.354,4.583,6.525,8.254,8.09,7.327,6.52,6.337,6.247,5.674,5.112,4.799,4.865,5.53,6.193,7.064,6.44,5.46,4.304,3.538,3.06,2.541,3.078,4.145,5.088,5.305,4.357,3.573,3.065,3.717,4.464,4.428,5.305,6.25,6.5,6.301,6.018,5.77,5.51
LUR,New Zealand,4.019,3.911,4.358,6.241,7.186,3.922,4.125,4.05,5.575,7.125,8,10.6,10.625,9.8,8.375,6.45,6.3,6.875,7.725,7.05,6.15,5.45,5.275,4.75,4.05,3.825,3.825,3.675,4.15,6.125,6.525,6.525,6.925,6.626,5.996,5.54,5.465,5.52,5.46
LUR,Nicaragua,13.448,11.8,12.4,11,12,12.5,13.1,14,14.2,15,15.5,14.9,14.4,15,17.1,16.907,15.953,14.274,13.213,10.683,5.469,6.005,6.594,6.998,6.537,5.559,5.193,5.935,6.062,8.158,7.829,7.829,7.829,7.829,7.829,7.829,7.829,7.829,7.829
LUR,Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.1,13.6,12.6,14.8,13.4,11.9,12.3,12.7,14.9,19.7,21.1,23.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LUR,Norway,1.65,2.001,2.606,3.426,3.147,2.588,1.962,2.084,3.149,4.908,5.229,5.469,5.915,5.948,5.393,4.906,4.833,4.034,3.186,3.172,3.426,3.546,3.889,4.494,4.471,4.616,3.433,2.513,2.595,3.157,3.584,3.28,3.221,3.1,3.3,3.3,3.4,3.5,3.5
LUR,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Pakistan,n/a,n/a,n/a,3.85,3.75,3.65,3.3,3.071,3.142,3.141,6.3,4.689,6.064,5.283,4.785,5.099,5.362,5.755,6.01,5.906,6.87,7.82,8.27,8.27,7.69,7.69,6.2,5.325,5.202,5.46,5.55,5.95,7.688,9.235,10.653,11.954,13.148,14.244,15.244
LUR,Panama,8.375,9.184,10.981,11.573,12.216,14.418,12.504,14.102,18.78,18.939,16.719,15.971,14.674,13.262,14.008,14.019,14.317,13.37,13.576,11.753,13.523,14.706,14.107,13.652,12.35,10.327,9.111,6.783,5.849,5,4.5,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
LUR,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Paraguay,n/a,n/a,n/a,8.3,7.3,5.1,6.1,5.5,4.7,6.1,6.6,5.1,5.3,5.1,4.4,3.3,8.2,5,5.8,6.8,7.3,7.6,10.8,8.1,7.3,5.8,6.7,5.6,5.7,6.4,5.7,5.6,5.8,5.4,5.5,5.5,5.5,5.5,5.5
LUR,Peru,7.326,6.8,6.4,9,8.9,4.589,5.3,4.8,4.156,7.9,8.3,5.9,9.4,9.9,8.8,7.1,7.2,8.6,6.9,9.4,7.847,9.25,9.42,9.422,9.434,9.577,8.54,8.417,8.375,8.387,7.88,7.725,6.75,6.75,6.75,7,7,7,7
LUR,Philippines,n/a,n/a,n/a,n/a,n/a,11.058,11.682,11.062,9.402,9.129,8.4,10.5,9.8,9.275,9.475,9.525,8.525,8.675,10.05,9.75,11.175,11.125,11.4,11.4,11.825,11.35,7.95,7.325,7.4,7.475,7.325,7.025,7.025,7.025,7.025,7.025,7.025,7.025,7.025
LUR,Poland,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.3,11.8,13.6,16.4,11.4,13.353,12.355,11.258,10.588,13.78,16.098,18.264,19.942,19.643,18.974,17.745,13.84,9.602,7.118,8.166,9.637,9.631,10.347,10.969,10.969,10.263,9.731,9.375,9.016
LUR,Portugal,7.824,8.29,7.457,7.945,10.503,8.674,8.603,7.126,7.069,5.059,4.225,4.138,3.86,5.127,6.34,7.2,7.251,6.741,4.972,4.39,4.002,4.058,5.062,6.269,6.651,7.616,7.657,7.985,7.592,9.469,10.797,12.739,15.653,18.25,18.513,18.063,17.489,16.911,16.329
LUR,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Romania,n/a,n/a,n/a,n/a,n/a,4,3.9,3.7,3.7,3.4,3.4,3.5,5.441,9.206,10.994,9.882,7.323,7.85,9.611,11.535,7.157,6.606,8.44,7.025,8.074,7.174,7.27,6.413,5.788,6.859,7.277,7.4,7,7.029,6.89,6.75,6.61,6.47,6.33
LUR,Russia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.768,5.285,7.233,8.534,9.606,10.819,11.889,13.001,10.591,8.939,8,8.6,8.2,7.6,7.2,6.1,6.4,8.4,7.5,6.6,6,5.5,5.5,5.5,5.5,5.5,5.5
LUR,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,San Marino,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.921,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.6,6.1,5.5,5.2,4.7,4.1,5.1
LUR,S?o Tom? and Pr?ncipe,13.623,13.623,13.623,13.623,13.623,13.623,13.623,13.623,13.623,15.1,15.878,16.764,15.564,14.944,14.645,14.352,14.065,14.419,14.419,14.419,14.419,15.734,17.625,16.364,16.582,17.335,16.425,16.218,15.925,15.505,15.082,14.658,14.231,13.802,13.371,12.938,12.503,12.065,11.626
LUR,Saudi Arabia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.1,8.15,8.34,9.66,10.35,11,11.52,12,11.198,9.977,10.464,10,12.386,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LUR,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Serbia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.26,12.8,13.3,12.1,12.2,14.47,16,19.53,21.83,21.56,18.8,14.7,17.4,20,24.4,23.1,22.982,22.862,22.572,22.222,21.819,21.355
LUR,Seychelles,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.7,7.452,6.757,4.211,3.172,3.112,4.412,4.064,3.151,3.531,3.624,2.511,1.863,1.716,5.136,4.605,4.13,3.705,3.325,2.983,2.684,2.684,3.684,4.684
LUR,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Singapore,5.751,5.925,6.281,5.57,6.135,4.565,2.012,3.9,2.575,1.775,1.775,1.75,1.8,1.7,1.725,1.75,1.65,1.425,2.5,2.8,2.675,2.65,3.55,3.95,3.35,3.125,2.65,2.125,2.225,3.025,2.175,2.025,1.95,2,2.1,2.1,2.1,2.1,2.1
LUR,Slovak Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.7,14.6,13.7,12.6,11.882,12.892,16.483,18.908,19.458,18.808,17.692,18.358,16.375,13.467,11.233,9.575,12.117,14.492,13.608,14,14.332,14.343,13.729,12.853,11.967,11.071
LUR,Slovenia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.836,8.591,8.497,7,6.892,6.917,7.367,7.35,6.742,6.192,6.342,6.7,6.342,6.542,5.992,4.858,4.392,5.892,7.267,8.208,9.025,9.8,9.4,9,8.6,8,7.5
LUR,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,South Africa,9.241,9.824,10.755,12.543,13.718,15.452,16.049,16.592,17.238,17.829,18.784,20.162,21.213,22.163,22.89,16.71,19.321,20.952,25.197,23.346,23.3,26.3,28.15,28,25.45,25,23.85,23.25,22.925,23.95,24.925,24.9,25.2,25.706,25.898,26.027,26.256,26.632,27.024
LUR,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Spain,11.011,13.755,15.77,17.215,19.937,21.305,20.907,20.223,19.238,17.24,16.238,16.313,18.353,22.64,24.118,22.9,22.08,20.61,18.605,15.64,13.85,10.55,11.475,11.5,10.975,9.15,8.525,8.275,11.3,18,20.075,21.65,25,27,26.5,25.6,24.7,23.8,22.9
LUR,Sri Lanka,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.897,14.665,14.566,13.777,13.127,12.267,11.294,10.501,9.174,8.857,7.573,7.9,8.8,8.4,8.3,7.7,6.6,6.2,6,5.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
LUR,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUR,Sudan,n/a,22.328,22.219,21.426,20.66,19.923,19.211,18.525,17.863,17.225,16.61,15.998,15.409,15.757,15.177,14.618,14,13.5,13,12.5,15.2,15,15.9,15.8,16.183,17.01,17.493,16.77,16.04,14.894,13.733,12.033,10.832,9.616,8.382,8.025,7.667,7.307,6.945
LUR,Suriname,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,11,12,13.767,13.729,9.658,6.549,8.383,11.084,12.281,10.682,9.361,9.018,7.564,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LUR,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
